측정소명,년,월,PM2.5,PM10
가남읍,2023,7,15.125884016973126,31.753889674681755
가남읍,2023,8,12.09322033898305,27.926553672316384
가남읍,2023,9,14.637426900584796,32.83625730994152
가남읍,2023,10,24.900849858356946,43.95756718528996
가남읍,2023,11,25.93119266055045,43.08868501529052
가남읍,2023,12,32.60709219858156,47.86543909348442
가남읍,2023,13,27.079280478702003,48.76198733146967
가남읍,2024,1,33.28328611898017,44.663841807909606
가남읍,2024,2,30.052877138413685,40.43206106870229
가남읍,2024,3,28.693935119887165,59.80677009873061
가남읍,2024,4,27.82621502209131,65.62352941176471
가남읍,2024,5,18.692198581560284,43.921875
가남읍,2024,6,20.373352855051245,49.44363103953148
가남읍,2024,7,8.694915254237289,29.173850574712645
가남읍,2024,8,11.748571428571427,30.05135520684736
가남읍,2024,9,8.751824817518248,28.00729927007299
가남읍,2024,10,17.717791411042946,34.55045871559633
가남읍,2024,11,26.716814159292035,42.95581737849779
가남읍,2024,12,26.644978783592645,44.03813559322034
가남읍,2024,13,21.599730057519874,42.722385430465515
가덕면,2020,1,,
가덕면,2020,2,,
가덕면,2020,3,,
가덕면,2020,4,18.24137931034483,43.31848184818482
가덕면,2020,5,16.87409551374819,34.596614950634695
가덕면,2020,6,17.83614088820827,34.92743105950653
가덕면,2020,7,8.474504249291785,16.97316384180791
가덕면,2020,8,11.309248554913294,19.022503516174403
가덕면,2020,9,13.986899563318778,20.973837209302324
가덕면,2020,10,24.226308345120227,36.06364922206507
가덕면,2020,11,30.26277372262774,41.92262773722628
가덕면,2020,12,35.444763271162124,45.7963224893918
가덕면,2020,13,19.628457046526137,32.62162576381043
가덕면,2021,1,29.902439024390244,43.80477528089887
가덕면,2021,2,33.24804992199688,48.48361934477379
가덕면,2021,3,33.31601731601732,65.47118155619597
가덕면,2021,4,22.16204379562044,43.027818448023424
가덕면,2021,5,25.076813655761026,55.51209103840683
가덕면,2021,6,22.948529411764707,33.4625550660793
가덕면,2021,7,11.364942528735632,17.132183908045977
가덕면,2021,8,10.685962373371924,20.386494252873565
가덕면,2021,9,7.06544901065449,16.78138847858198
가덕면,2021,10,20.05270655270656,29.06169296987088
가덕면,2021,11,30.699844479004664,43.75555555555555
가덕면,2021,12,31.22446043165468,40.62931034482759
가덕면,2021,13,23.14560487513988,38.12572218701114
가덕면,2022,1,36.801886792452834,46.45906902086677
가덕면,2022,2,29.21212121212121,43.85782747603834
가덕면,2022,3,23.905343511450383,46.00867052023121
가덕면,2022,4,15.764102564102563,36.1078431372549
가덕면,2022,5,18.28223495702006,32.24172661870504
가덕면,2022,6,13.569321533923304,21.05908419497784
가덕면,2022,7,12.410586552217454,20.57061340941512
가덕면,2022,8,8.466380543633763,14.05730659025788
가덕면,2022,9,10.731166912850812,17.27540500736377
가덕면,2022,10,17.97151898734177,27.13924050632912
가덕면,2022,11,28.20919881305638,43.09850746268657
가덕면,2022,12,28.688034188034187,39.1011396011396
가덕면,2022,13,20.33432471401706,32.24803612877218
가덕면,2023,1,27.89185185185185,45.11538461538461
가덕면,2023,2,31.91338582677165,48.195275590551184
가덕면,2023,3,24.726878612716764,63.41251778093884
가덕면,2023,4,19.3312693498452,65.9482496194825
가덕면,2023,5,15.10413223140496,31.923948220064727
가덕면,2023,6,13.016369047619047,24.39644970414201
가덕면,2023,7,10.423312883435583,29.75925925925926
가덕면,2023,8,10.514195583596214,24.33783783783784
가덕면,2023,9,8.579268292682928,18.73529411764705
가덕면,2023,10,15.683381088825216,28.45702005730659
가덕면,2023,11,18.674382716049383,30.512345679012345
가덕면,2023,12,24.12686567164179,36.37020648967552
가덕면,2023,13,18.332107763036714,37.26364908094187
가덕면,2024,1,26.005714285714287,34.091937765205095
가덕면,2024,2,23.71114864864865,27.30298273155416
가덕면,2024,3,23.31518624641834,42.35142857142857
가덕면,2024,4,19.77142857142857,43.974436090225566
가덕면,2024,5,14.145137880986937,27.385164051355208
가덕면,2024,6,14.400602409638552,24.092537313432835
가덕면,2024,7,7.677215189873418,15.132047477744807
가덕면,2024,8,12.104885057471265,18.93741109530584
가덕면,2024,9,7.629860031104199,15.520588235294118
가덕면,2024,10,13.932952924393724,21.994152046783626
가덕면,2024,11,20.179878048780488,27.08231707317073
가덕면,2024,12,26.44971264367816,34.425106990014264
가덕면,2024,13,17.443643494844718,27.690842453459567
가야읍,2020,1,21.645390070921987,29.605673758865247
가야읍,2020,2,22.22878787878788,32.66565809379728
가야읍,2020,3,17.51129943502825,32.19915254237288
가야읍,2020,4,15.866959064327483,32.48169838945827
가야읍,2020,5,16.30857142857143,31.00431654676259
가야읍,2020,6,14.50077519379845,27.499245852187027
가야읍,2020,7,10.416398713826366,17.979041916167663
가야읍,2020,8,14.912592592592592,25.38472622478386
가야읍,2020,9,13.501661129568106,23.63562091503268
가야읍,2020,10,16.39031339031339,27.78138222849083
가야읍,2020,11,21.258928571428573,32.04123711340206
가야읍,2020,12,23.91230551626592,34.10780141843971
가야읍,2020,13,17.371165248785868,28.865462916646678
가야읍,2021,1,21.76345609065156,36.6
가야읍,2021,2,25.05678233438486,37.87735849056604
가야읍,2021,3,22.6822695035461,52.754609929078015
가야읍,2021,4,17.51970802919708,37.472992700729925
가야읍,2021,5,16.702549575070822,34.6614730878187
가야읍,2021,6,17.933823529411764,28.96052631578948
가야읍,2021,7,14.62536023054755,19.486524822695035
가야읍,2021,8,14.1620294599018,20.787682333873583
가야읍,2021,9,9.597058823529412,17.378299120234605
가야읍,2021,10,13.959885386819485,23.341843971631207
가야읍,2021,11,19.91730474732006,32.92835365853659
가야읍,2021,12,19.72560113154173,31.09604519774012
가야읍,2021,13,17.803819070160184,31.112142469057773
가야읍,2022,1,22.88684582743989,33.37906647807638
가야읍,2022,2,18.943661971830984,28.2671875
가야읍,2022,3,18.69484240687679,33.039660056657226
가야읍,2022,4,13.232456140350877,29.545985401459856
가야읍,2022,5,16.111739745403113,30.984441301272984
가야읍,2022,6,11.82899022801303,20.51975683890577
가야읍,2022,7,12.812591508052709,18.678362573099417
가야읍,2022,8,9.706051873198849,17.778248587570623
가야읍,2022,9,12.15105740181269,19.76764705882353
가야읍,2022,10,15.742313323572477,19.386297376093296
가야읍,2022,11,23.90199081163859,31.238897396630936
가야읍,2022,12,16.96175637393768,27.65580736543909
가야읍,2022,13,16.081191467677307,25.853446494502425
가야읍,2023,1,20.410919540229884,34.285917496443815
가야읍,2023,2,22.696540880503143,33.21507064364207
가야읍,2023,3,19.77032810271041,44.17630465444288
가야읍,2023,4,16.99266862170088,49.58686131386861
가야읍,2023,5,14.258202567760344,28.03960396039604
가야읍,2023,6,10.927131782945736,19.201210287443267
가야읍,2023,7,11.230263157894736,18.47400611620796
가야읍,2023,8,10.882005899705014,18.55397727272728
가야읍,2023,9,11.882525697503672,21.166666666666668
가야읍,2023,10,14.817538896746818,24.944837340876944
가야읍,2023,11,16.809941520467838,25.526315789473685
가야읍,2023,12,21.49859154929577,30.76056338028169
가야읍,2023,13,16.01472151812202,28.99427791020591
가야읍,2024,1,21.398581560283688,29.346099290780145
가야읍,2024,2,17.257186081694403,22.761329305135952
가야읍,2024,3,18.98028169014085,34.170422535211266
가야읍,2024,4,20.7463556851312,44.24890829694324
가야읍,2024,5,13.534918276374444,27.27934621099554
가야읍,2024,6,16.026622296173045,25.049586776859503
가야읍,2024,7,8.266866566716642,14.002949852507374
가야읍,2024,8,12.205459770114942,17.74576271186441
가야읍,2024,9,9.6,15.841409691629956
가야읍,2024,10,10.51355206847361,19.140226628895185
가야읍,2024,11,13.408783783783784,22.085858585858585
가야읍,2024,12,13.992917847025495,21.75954738330976
가야읍,2024,13,14.66096046882601,24.45262060583258
가평,2020,1,23.64308176100629,36.22641509433962
가평,2020,2,23.218512898330804,35.61611374407583
가평,2020,3,18.63983050847457,38.25318246110325
가평,2020,4,15.702614379084968,40.71266233766234
가평,2020,5,12.683309557774608,27.354466858789625
가평,2020,6,16.07153284671533,33.1764705882353
가평,2020,7,8.070301291248207,16.374613003095977
가평,2020,8,11.05072463768116,16.36315789473684
가평,2020,9,8.424962852897474,12.0487012987013
가평,2020,10,14.715700141442715,25.66860465116279
가평,2020,11,20.426900584795323,33.4591381872214
가평,2020,12,25.84210526315789,38.269503546099294
가평,2020,13,16.540798060217444,29.460252472101967
가평,2021,1,18.9593023255814,34.52716593245228
가평,2021,2,25.037459283387623,41.59640522875817
가평,2021,3,23.77574047954866,49.96413199426112
가평,2021,4,15.24705882352941,35.68592592592593
가평,2021,5,16.958923512747877,46.58664772727273
가평,2021,6,14.175695461200586,25.09281437125749
가평,2021,7,9.746799431009958,18.5
가평,2021,8,9.190817790530849,17.195369030390736
가평,2021,9,6.603658536585366,14.027522935779816
가평,2021,10,,
가평,2021,11,,
가평,2021,12,22.268833087149183,32.84513274336283
가평,2021,13,16.196428873127093,31.60211158894611
가평,2022,1,28.51846590909091,39.96029411764706
가평,2022,2,25.64556962025317,37.4913112164297
가평,2022,3,20.25,36.401428571428575
가평,2022,4,19.48905109489051,36.97226277372263
가평,2022,5,16.801711840228247,27.94
가평,2022,6,13.260677466863036,18.663235294117648
가평,2022,7,10.737891737891738,18.036127167630056
가평,2022,8,10.81375358166189,16.492559523809526
가평,2022,9,8.762811127379209,14.553383458646616
가평,2022,10,11.14139941690962,16.190615835777127
가평,2022,11,19.97185185185185,32.36834319526627
가평,2022,12,20.370044052863435,38.1
가평,2022,13,17.146935641656967,27.76413009620627
가평,2023,1,24.67094017094017,42.33712660028449
가평,2023,2,27.48037676609105,43.07097791798108
가평,2023,3,26.01280227596017,57.753911806543385
가평,2023,4,18.617862371888727,53.39035087719298
가평,2023,5,14.917496443812231,34.59025787965616
가평,2023,6,12.410029498525072,24.191520467836256
가평,2023,7,11.443971631205674,24.568149210903872
가평,2023,8,7.922610015174507,19.23065693430657
가평,2023,9,7.683001531393568,22.5303265940902
가평,2023,10,11.51764705882353,25.12893553223388
가평,2023,11,15.2496328928047,31.02471482889733
가평,2023,12,20.03133903133903,33.63782991202346
가평,2023,13,16.49647580732987,34.28789654682914
가평,2024,1,22.72103658536585,32.5448079658606
가평,2024,2,18.0,26.48829953198128
가평,2024,3,21.288401253918494,45.18628912071535
가평,2024,4,18.445906432748536,43.364568081991216
가평,2024,5,12.1177304964539,23.811347517730496
가평,2024,6,17.644117647058824,26.753363228699552
가평,2024,7,13.59018759018759,19.94690265486725
가평,2024,8,11.144200626959249,20.49408284023669
가평,2024,9,4.231124807395994,14.895148669796557
가평,2024,10,7.048387096774194,17.033045977011493
가평,2024,11,9.877761413843889,25.09012131715772
가평,2024,12,12.82051282051282,27.6759941089838
가평,2024,13,14.077447230934945,26.940330917919336
가흥동,2020,1,,
가흥동,2020,2,,
가흥동,2020,3,21.72131147540984,37.388888888888886
가흥동,2020,4,23.00146412884333,46.42686567164179
가흥동,2020,5,18.57325746799431,34.8252427184466
가흥동,2020,6,20.44658753709199,36.19018404907976
가흥동,2020,7,10.587896253602306,16.404011461318053
가흥동,2020,8,16.164404223227752,21.272865853658537
가흥동,2020,9,13.915555555555557,22.748892171344167
가흥동,2020,10,22.238938053097343,36.25550660792952
가흥동,2020,11,29.48967551622419,45.63742690058479
가흥동,2020,12,35.067892503536065,50.08062234794908
가흥동,2020,13,21.12069827145827,34.72305066708412
가흥동,2021,1,28.319758672699848,46.888101983002834
가흥동,2021,2,32.082101806239734,50.07244094488189
가흥동,2021,3,28.5982905982906,60.58581560283688
가흥동,2021,4,23.08651026392962,45.10541727672035
가흥동,2021,5,24.19061166429588,50.55099150141643
가흥동,2021,6,19.48391812865497,31.57456140350877
가흥동,2021,7,12.529327610872675,23.25735294117647
가흥동,2021,8,12.812316715542522,22.04258443465492
가흥동,2021,9,12.01510574018127,14.413312693498453
가흥동,2021,10,11.275707898658718,20.054977711738484
가흥동,2021,11,22.843517138599104,44.77039274924472
가흥동,2021,12,22.11205673758865,41.12535612535613
가흥동,2021,13,20.779101914629464,37.53677544733636
가흥동,2022,1,28.33946251768034,46.72496473906911
가흥동,2022,2,24.40282131661442,43.87912087912088
가흥동,2022,3,23.123145400593472,45.95741556534508
가흥동,2022,4,17.75221238938053,40.5597667638484
가흥동,2022,5,16.48905109489051,35.656477438136825
가흥동,2022,6,11.674041297935103,24.493372606774667
가흥동,2022,7,8.49702380952381,19.23762376237624
가흥동,2022,8,7.893016344725112,20.96576319543509
가흥동,2022,9,13.409691629955947,23.169954476479514
가흥동,2022,10,22.24715909090909,30.956028368794325
가흥동,2022,11,36.23788546255506,51.48533724340176
가흥동,2022,12,34.150145772594755,46.68221574344023
가흥동,2022,13,20.351304677279845,35.81400339851851
가흥동,2023,1,28.850290697674417,51.27510917030568
가흥동,2023,2,30.650470219435736,47.30829420970266
가흥동,2023,3,28.014204545454547,65.57163120567375
가흥동,2023,4,23.49465648854962,84.09312977099236
가흥동,2023,5,18.11791730474732,45.28208955223881
가흥동,2023,6,14.964601769911503,31.198529411764707
가흥동,2023,7,13.859598853868194,33.20373027259684
가흥동,2023,8,15.520348837209305,38.979651162790695
가흥동,2023,9,13.308029197080293,35.75292397660819
가흥동,2023,10,18.703966005665723,38.60141843971631
가흥동,2023,11,24.293685756240823,39.68428781204111
가흥동,2023,12,26.44492131616596,42.8988603988604
가흥동,2023,13,21.351890916000286,46.15413794860763
가흥동,2024,1,28.99002849002849,44.997171145686
가흥동,2024,2,22.35222052067381,41.208269525268
가흥동,2024,3,26.660056657223794,62.3172119487909
가흥동,2024,4,23.6359375,66.6380655226209
가흥동,2024,5,16.278014184397165,35.65625
가흥동,2024,6,16.266471449487554,31.857350800582243
가흥동,2024,7,9.288951841359774,22.25423728813559
가흥동,2024,8,10.80029368575624,23.09593023255814
가흥동,2024,9,10.93886462882096,22.423753665689148
가흥동,2024,10,13.211901306240929,25.457507082152976
가흥동,2024,11,18.654411764705884,32.6099706744868
가흥동,2024,12,23.16738197424893,39.810810810810814
가흥동,2024,13,18.35371116691196,37.36054405806512
간성읍,2020,1,17.04424778761062,24.60028653295129
간성읍,2020,2,20.260416666666668,30.865030674846626
간성읍,2020,3,18.157817109144545,35.14831130690162
간성읍,2020,4,15.79310344827586,40.53925925925926
간성읍,2020,5,11.133720930232558,27.84549356223176
간성읍,2020,6,16.5640625,36.63914373088685
간성읍,2020,7,9.201848998459168,14.954088952654232
간성읍,2020,8,7.932773109243698,14.021961932650074
간성읍,2020,9,7.936893203883495,17.65809379727685
간성읍,2020,10,12.503115264797508,33.06645569620253
간성읍,2020,11,15.873333333333331,30.664526484751203
간성읍,2020,12,19.451038575667656,35.61102831594635
간성읍,2020,13,14.321030910609592,28.467806687213223
간성읍,2021,1,13.268895348837209,36.5
간성읍,2021,2,21.248397435897434,44.532051282051285
간성읍,2021,3,20.22766570605188,54.071005917159766
간성읍,2021,4,15.687311178247734,41.24132730015083
간성읍,2021,5,15.615384615384617,45.23299565846599
간성읍,2021,6,12.626623376623376,21.181959564541213
간성읍,2021,7,9.90625,18.04669887278583
간성읍,2021,8,8.106221547799697,16.209131075110456
간성읍,2021,9,4.977564102564102,12.363924050632912
간성읍,2021,10,9.410979228486648,18.85652173913044
간성읍,2021,11,19.015847860538827,35.18818040435459
간성읍,2021,12,16.565916398713828,28.60875912408759
간성읍,2021,13,13.888088066595445,31.00271291570591
간성읍,2022,1,18.48034934497817,29.089855072463767
간성읍,2022,2,21.38225806451613,34.63795853269537
간성읍,2022,3,20.556818181818183,37.97067448680352
간성읍,2022,4,20.18300653594771,36.659375
간성읍,2022,5,16.564963503649636,33.806966618287376
간성읍,2022,6,11.122203098106713,18.85443037974684
간성읍,2022,7,7.329159212880143,11.744776119402983
간성읍,2022,8,7.965576592082616,12.71209800918836
간성읍,2022,9,8.942073170731707,19.279699248120306
간성읍,2022,10,12.740095087163231,18.59738372093023
간성읍,2022,11,19.783828382838283,34.34166666666667
간성읍,2022,12,15.61275272161742,32.22707423580786
간성읍,2022,13,15.055256991360828,26.660163174176105
간성읍,2023,1,19.02644628099173,33.85878962536023
간성읍,2023,2,24.880382775119617,35.58626198083067
간성읍,2023,3,25.52092352092352,58.05187319884726
간성읍,2023,4,20.672155688622755,70.67660208643815
간성읍,2023,5,17.936011904761905,41.37719298245614
간성읍,2023,6,11.795419847328244,25.423076923076923
간성읍,2023,7,11.891760904684975,24.723891273247496
간성읍,2023,8,6.333333333333333,13.84660766961652
간성읍,2023,9,10.22543352601156,16.75799086757991
간성읍,2023,10,13.533625730994151,28.87153284671533
간성읍,2023,11,12.243961352657005,25.717156105100464
간성읍,2023,12,14.966996699669966,27.05100463678516
간성읍,2023,13,15.752204297091565,33.49516501633786
간성읍,2024,1,8.64230171073095,13.267625899280576
간성읍,2024,2,9.526785714285714,12.23583460949464
간성읍,2024,3,15.607250755287009,40.412884333821374
간성읍,2024,4,20.27993254637437,59.65522388059701
